entity_name,address_and_city,state,zip,country,unique_id,entity_id
EASTERN MERCHANTS PTE LTD,ZURICH CHE,,,,30,19
ACME TRADING LTD,SG SGP,,,,31,31
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,32,8
ACME INVESTMENTS LTD,ZURICH CHE,,,,33,8
HARBOR ADVISORS LP,LOS ANGELES,CA,90210,US,34,26
GLOBAL METALS SA,,NY,10003,US,35,35
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,36,8
GLOBAL HOLDINGS LTD,LOS ANGELES,CA,90210,US,37,12
ACME INVESTMENTS LTD,ZURICH CHE,,,,38,8
ACME TRUST INC,,,,,39,7
GLOBAL METALS SA,LOS ANGELES,CA,90210,US,40,35
ACME INVESTMENTS LTD,,NY,10003,US,41,8
PACIFIC TRUST INC,,,,,42,42
TYCHO FEEDER FUND,INC ROAD TOWN TORTOLA,,,VG,43,6
ACME INVESTMENTS LTD,SG SGP,,,,44,8
REDWOOD PA RTNERS LLC,SG SGP,,,,45,45
GLOBAL METALS SA,SG SGP,,,,46,35
EASTERN MERCHA NTS PTE LTD,LOS ANGELES,CA,90210,US,47,21
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,48,27
TYCHO FEEDER FUND,INC,NC,,US,49,6
TYCHO FEEDER FUND,INC SG SGP,,,,50,6
ACME INVESTMENTS LTD,LONDON,,,GB,51,8
ACME INVESTMENTS LTD,,,,,52,8
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,53,53
ACME INVESTMENTS LTD,SG SGP,,,,54,8
EASTERN MERCHANTS PTE LTD,SG SGP,,,,55,19
ACME INVESTMENTS LTD,,,,,56,8
ACME TRA DING LTD,,,,,57,57
ALPHA TRUST FBO JANE DOE LONDON,ALPHA TRUST FBO JANE DOE LONDON,,,GB,58,18
JOHN DOE ROAD TOWN TORTOLA,JOHN DOE ROAD TOWN TORTOLA,,,VG,59,59
ACME INVESTMENTS LTD,,,,,60,8
TYCHO FEEDER FUND,INC,NY,10003,US,61,6
REDWOOD PARTNERS LLC,,,,,62,62
ACME INVESTMENTS LTD,,NY,10003,US,63,8
ACME TRADING LTD,,,,,64,31
BANK OF CYPRUS SG SGP,BANK OF CYPRUS SG SGP,,,CY,65,11
GLOBAL METALS SA,SG SGP,,,,66,35
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,67,27
ACME INVESTMENTS LTD,,,,,68,8
REDWOOD PA RTNERS LLC,ROAD TOWN TORTOLA,,,VG,69,45
PACIFIC TRUST INC,ROAD TOWN TORTOLA,,,VG,70,42
TYCHO FEEDER FUND,INC,NC,,US,71,6
NORTH SEA SHIPPING BV,,NY,10003,US,72,53
GLOBAL HOLDINGS LTD,,NY,10003,US,73,12
ACME INVESTMENTS LTD,ZURICH CHE,,,,74,8
REDWOOD PARTNERS LLC,LONDON,,,GB,75,62
ACME TRADING LTD,LOS ANGELES,CA,90210,US,76,31
ACME INVESTMENTS LTD,SG SGP,,,,77,8
ACME TRADING LTD,,,,,78,31
JOHN DOE ZURICH CHE,JOHN DOE ZURICH CHE,,,,79,79
ACME TRUST INC,LOS ANGELES,CA,90210,US,80,7
ACME INVESTMENTS LTD,,,,,81,8
ACME INVESTMENTS LTD,ZURICH CHE,,,,82,8
JOHN DOE,JOHN DOE,,,,83,83
JOHN DOE ZURICH CHE,JOHN DOE ZURICH CHE,,,,84,79
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,85,7
HARBOR A DVISORS LP,ROAD TOWN TORTOLA,,,VG,86,25
ACME INVESTMENTS LTD,SG SGP,,,,87,8
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,88,8
ACME TRUST INC,,,,,89,7
ACME TRUST INC,LOS ANGELES,CA,90210,US,90,7
ACME TRADING LTD,SG SGP,,,,91,31
ALPHA TRUST FBO JA NE DOE SG SGP,ALPHA TRUST FBO JA DOE SG SGP,NE,,US,92,92
ACME INVESTMENTS LTD,SG SGP,,,,93,8
ACME INVESTMENTS LTD,ZURICH CHE,,,,94,8
BANK OF CYPRUS LOS ANGELES CA 90210,BANK OF CYPRUS LOS ANGELES,CA,90210,CY,95,95
ACME TRUST INC,LOS ANGELES,CA,90210,US,96,7
HARBOR A DVISORS LP,LONDON,,,GB,97,25
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,98,8
HARBOR A DVISORS LP,ZURICH CHE,,,,99,25
ACME TRUST INC,LONDON,,,GB,100,7
NORTH SEA SHIPPING BV,,,,,101,53
HARBOR ADVISORS LP,SG SGP,,,,102,26
ACME TRADING LTD,LOS ANGELES,CA,90210,US,103,31
ACME INVESTMENTS LTD,LONDON,,,GB,104,8
GLOBAL META LS SA,ROAD TOWN TORTOLA,,,VG,105,105
PACIFIC TRUST INC,ZURICH CHE,,,,106,42
ACME INVESTMENTS LTD,,NY,10003,US,107,8
ACME INVESTMENTS LTD,SG SGP,,,,108,8
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,109,31
ACME INVESTMENTS LTD,,,,,110,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,111,8
BANK OF CYPRUS ZURICH CHE,BANK OF CYPRUS ZURICH CHE,,,CY,112,17
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,113,8
ACME TRA DING LTD,ROAD TOWN TORTOLA,,,VG,114,57
ACME TRUST INC,ZURICH CHE,,,,115,7
REDWOOD PARTNERS LLC,SG SGP,,,,116,62
ACME INVESTMENTS LTD,,,,,117,8
ACME TRUST INC,ZURICH CHE,,,,118,7
ACME TRADING LTD,SG SGP,,,,119,31
ACME TRADING LTD,LONDON,,,GB,120,31
TYCHO FEEDER FUND,INC SG SGP,,,,121,6
REDWOOD PARTNERS LLC,ZURICH CHE,,,,122,62
ACME TRADING LTD,SG SGP,,,,123,31
ACME INVESTMENTS LTD,SG SGP,,,,124,8
ACME INVESTMENTS LTD,,,,,125,8
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,126,31
ACME INVESTMENTS LTD,SG SGP,,,,127,8
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,128,8
GLOBAL META LS SA,SG SGP,,,,129,105
ACME TRUST INC,,,,,130,7
GLOBAL METALS SA,LONDON,,,GB,131,35
TYCHO FEEDER FUND,INC,NC,,US,132,6
ACME TRADING LTD,SG SGP,,,,133,31
ACME INVESTMENTS LTD,,NY,10003,US,134,8
ACME INVESTMENTS LTD,,NY,10003,US,135,8
NORTH SEA SHIPPING BV,,NY,10003,US,136,53
GLOBAL METALS SA,ROAD TOWN TORTOLA,,,VG,137,35
TYCHO FEEDER FUND,INC,NC,,US,138,6
ACME INVESTMENTS LTD,,,,,139,8
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,140,31
ACME TRUST INC,,,,,141,7
ACME INVESTMENTS LTD,ZURICH CHE,,,,142,8
ACME TRUST INC,,,,,143,7
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,144,8
TYCHO FEEDER FUND,INC SG SGP,,,,145,6
ACME TRADING LTD,SG SGP,,,,146,31
ALPHA TRUST FBO JANE DOE NY 10003 NY,ALPHA TRUST FBO JANE DOE NY NY,NE,10003,US,147,147
ACME INVESTMENTS LTD,SG SGP,,,,148,8
ACME INVESTMENTS LTD,LONDON,,,GB,149,8
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,150,53
HARBOR ADVISORS LP,,,,,151,26
GLOBAL METALS,GLOBAL METALS,,,SA,152,15
BANK OF CYPRUS ROAD TOWN TORTOLA,BANK OF CYPRUS ROAD TOWN TORTOLA,,,VG,153,153
GLOBAL METALS SA,SG SGP,,,,154,35
ACME TRUST INC,,,,,155,7
BANK OF CYPRUS LOS ANGELES CA 90210,BANK OF CYPRUS LOS ANGELES,CA,90210,CY,156,95
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,157,7
ACME INVESTMENTS LTD,SG SGP,,,,158,8
ACME INVESTMENTS LTD,ZURICH CHE,,,,159,8
ACME TRADING LTD,LOS ANGELES,CA,90210,US,160,31
ACME INVESTMENTS LTD,,,,,161,8
ACME INVESTMENTS LTD,LONDON,,,GB,162,8
ACME INVESTMENTS LTD,,NY,10003,US,163,8
ACME TRADING LTD,,,,,164,31
ACME TRADING LTD,,,,,165,31
TYCHO FEEDER FUND,INC SG SGP,,,,166,6
GLOBAL HOLDINGS LTD,,,,,167,12
NORTH SEA SHIPPING BV,SG SGP,,,,168,53
ACME INVESTMENTS LTD,,NY,10003,US,169,8
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,170,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,171,8
NORTH SEA SHIPPING BV,,NY,10003,US,172,53
EASTERN MERCHANTS PTE LTD,SG SGP,,,,173,19
ACME INVESTMENTS LTD,LONDON,,,GB,174,8
ACME INVESTMENTS LTD,,NY,10003,US,175,8
GLOBAL HOLDINGS LTD,,,,,176,12
BANK OF CYPRUS SG SGP,BANK OF CYPRUS SG SGP,,,CY,177,11
ACME TRADING LTD,,,,,178,31
HARBOR A DVISORS LP,,,,,179,25
HARBOR A DVISORS LP,SG SGP,,,,180,25
GLOBAL HOLDINGS LTD,ROAD TOWN TORTOLA,,,VG,181,12
GLOBAL METALS SA,,NY,10003,US,182,35
ACME INVESTMENTS LTD,,,,,183,8
ACME TRUST INC,SG SGP,,,,184,7
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,185,8
ACME INVESTMENTS LTD,LONDON,,,GB,186,8
NORTH SEA SHIPPING BV,,,,,187,53
ACME INVESTMENTS LTD,SG SGP,,,,188,8
ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,,,VG,189,189
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,190,27
ACME INVESTMENTS LTD,,NY,10003,US,191,8
BANK OF CYPRUS NY 10003 NY,BANK OF CYPRUS,NY,10003,US,192,23
ACME TRUST INC,LONDON,,,GB,193,7
ACME INVESTMENTS LTD,LONDON,,,GB,194,8
ACME INVESTMENTS LTD,,,,,195,8
PACIFIC TRUST INC,,NY,10003,US,196,42
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,197,27
ACME INVESTMENTS LTD,SG SGP,,,,198,8
ACME INVESTMENTS LTD,,NY,10003,US,199,8
HARBOR A DVISORS LP,ROAD TOWN TORTOLA,,,VG,200,25
ACME INVESTMENTS LTD,SG SGP,,,,201,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,202,8
JOHN DOE LOS ANGELES CA 90210,JOHN DOE LOS ANGELES,CA,90210,US,203,203
ACME INVESTMENTS LTD,SG SGP,,,,204,8
NORTH SEA SHIPPING BV,SG SGP,,,,205,53
JOHN DOE SG SGP,JOHN DOE SG SGP,,,,206,206
ACME INVESTMENTS LTD,SG SGP,,,,207,8
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,208,8
ACME TRUST INC,SG SGP,,,,209,7
ACME TRADING LTD,,NY,10003,US,210,31
BANK OF CYPRUS NY 10003 NY,BANK OF CYPRUS,NY,10003,US,211,23
ACME TRUST INC,,,,,212,7
ACME INVESTMENTS LTD,,,,,213,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,214,8
ACME TRUST INC,,,,,215,7
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,216,27
ACME TRUST INC,SG SGP,,,,217,7
PACIFIC TRUST INC,LOS ANGELES,CA,90210,US,218,42
ACME TRUST INC,,,,,219,7
ACME TRADING LTD,ZURICH CHE,,,,220,31
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,221,8
NORTH SEA SHIPPING BV,,,,,222,53
ALPHA TRUST FBO JANE DOE ZURICH CHE,ALPHA TRUST FBO JANE DOE ZURICH CHE,,,,223,223
GLOBAL METALS,GLOBAL METALS,,,SA,224,15
GLOBAL META LS SA,,NY,10003,US,225,105
ACME TRADING LTD,LONDON,,,GB,226,31
ACME INVESTMENTS LTD,SG SGP,,,,227,8
ACME TRUST INC,SG SGP,,,,228,7
ACME TRADING LTD,,,,,229,31
ACME INVESTMENTS LTD,,,,,230,8
ALPHA TRUST FBO JANE DOE,ALPHA TRUST FBO JANE DOE,,,,231,231
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,232,31
ALPHA TRUST FBO JA NE DOE ZURICH CHE,ALPHA TRUST FBO JA DOE ZURICH CHE,NE,,US,233,233
ACME INVESTMENTS LTD,,NY,10003,US,234,8
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,235,27
ACME INVESTMENTS LTD,,,,,236,8
ACME TRADING LTD,ZURICH CHE,,,,237,31
JOHN DOE,JOHN DOE,,,,238,83
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,239,27
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,240,8
JOHN DOE ROAD TOWN TORTOLA,JOHN DOE ROAD TOWN TORTOLA,,,VG,241,59
ACME INVESTMENTS LTD,,,,,242,8
HARBOR ADVISORS LP,LOS ANGELES,CA,90210,US,243,26
ACME TRUST INC,LOS ANGELES,CA,90210,US,244,7
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,245,7
ACME INVESTMENTS LTD,SG SGP,,,,246,8
ACME INVESTMENTS LTD,LONDON,,,GB,247,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,248,8
BANK OF CYPRUS ROAD TOWN TORTOLA,BANK OF CYPRUS ROAD TOWN TORTOLA,,,VG,249,153
ACME INVESTMENTS LTD,,NY,10003,US,250,8
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,251,8
ACME INVESTMENTS LTD,,,,,252,8
ACME INVESTMENTS LTD,,,,,253,8
GLOBAL HOLDINGS LTD,,,,,254,12
HARBOR ADVISORS LP,SG SGP,,,,255,26
ACME INVESTMENTS LTD,,NY,10003,US,256,8
ACME TRUST INC,SG SGP,,,,257,7
BANK OF CYPRUS ZURICH CHE,BANK OF CYPRUS ZURICH CHE,,,CY,258,17
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,259,7
ACME INVESTMENTS LTD,,,,,260,8
ACME TRADING LTD,SG SGP,,,,261,31
ACME TRUST INC,,NY,10003,US,262,7
NORTH SEA SHIPPING BV,SG SGP,,,,263,53
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,264,8
REDWOOD PARTNERS LLC,,,,,265,62
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,266,8
ACME INVESTMENTS LTD,,NY,10003,US,267,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,268,8
ACME TRADING LTD,,,,,269,31
TYCHO FEEDER FUND,INC,NC,,US,270,6
NORTH SEA SHIPPING BV,,,,,271,53
NORTH SEA SHIPPING BV,ROAD TOWN TORTOLA,,,VG,272,53
ACME INVESTMENTS LTD,LONDON,,,GB,273,8
ACME TRUST INC,LONDON,,,GB,274,7
ACME TRADING LTD,SG SGP,,,,275,31
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,276,8
NORTH SEA SHIPPING BV,ROAD TOWN TORTOLA,,,VG,277,53
ACME INVESTMENTS LTD,SG SGP,,,,278,8
TYCHO FEEDER FUND,INC LONDON,,,GB,279,6
ACME INVESTMENTS LTD,SG SGP,,,,280,8
ACME INVESTMENTS LTD,,NY,10003,US,281,8
ACME TRADING LTD,SG SGP,,,,282,31
EASTERN MERCHANTS PTE LTD,,,,,283,19
ACME INVESTMENTS LTD,SG SGP,,,,284,8
ACME TRUST INC,,,,,285,7
ACME INVESTMENTS LTD,,NY,10003,US,286,8
EASTERN MERCHANTS PTE LTD,,,,,287,19
TYCHO FEEDER FUND,INC,NC,,US,288,6
NORTH SEA SHIPPING BV,,,,,289,53
ACME TRUST INC,LONDON,,,GB,290,7
GLOBAL METALS SA,ROAD TOWN TORTOLA,,,VG,291,35
GLOBAL METALS SA,LOS ANGELES,CA,90210,US,292,35
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,293,53
ACME TRUST INC,SG SGP,,,,294,7
ACME INVESTMENTS LTD,,NY,10003,US,295,8
GLOBAL METALS SA,LOS ANGELES,CA,90210,US,296,35
ACME TRUST INC,LONDON,,,GB,297,7
NORTH SEA SHIPPING BV,SG SGP,,,,298,53
ACME TRADING LTD,,NY,10003,US,299,31
EASTERN MERCHA NTS PTE LTD,,,,,300,21
ACME INVESTMENTS LTD,,,,,301,8
ALPHA TRUST FBO JANE DOE,ALPHA TRUST FBO JANE DOE,,,,302,231
ALPHA TRUST FBO JA NE DOE LONDON,ALPHA TRUST FBO JA DOE LONDON,NE,,GB,303,303
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,304,7
ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,,,VG,305,189
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,306,8
ACME TRUST INC,,,,,307,7
EASTERN MERCHANTS PTE LTD,,,,,308,19
EASTERN MERCHA NTS PTE LTD,,,,,309,21
ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,,,VG,310,189
REDWOOD PARTNERS LLC,,,,,311,62
ACME INVESTMENTS LTD,,NY,10003,US,312,8
ACME INVESTMENTS LTD,,,,,313,8
ACME TRADING LTD,SG SGP,,,,314,31
GLOBAL METALS SA,,NY,10003,US,315,35
ACME INVESTMENTS LTD,,,,,316,8
ACME INVESTMENTS LTD,,NY,10003,US,317,8
NORTH SEA SHIPPING BV,SG SGP,,,,318,53
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,319,7
EASTERN MERCHANTS PTE LTD,,NY,10003,US,320,19
ACME INVESTMENTS LTD,LONDON,,,GB,321,8
ACME INVESTMENTS LTD,,NY,10003,US,322,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,323,8
ACME INVESTMENTS LTD,LONDON,,,GB,324,8
ACME TRUST INC,LOS ANGELES,CA,90210,US,325,7
ACME TRA DING LTD,ZURICH CHE,,,,326,57
BANK OF CYPRUS NY 10003 NY,BANK OF CYPRUS,NY,10003,US,327,23
ACME TRUST INC,LOS ANGELES,CA,90210,US,328,7
HARBOR A DVISORS LP,ZURICH CHE,,,,329,25
ACME TRADING LTD,SG SGP,,,,330,31
ACME TRUST INC,LONDON,,,GB,331,7
ACME INVESTMENTS LTD,,,,,332,8
TYCHO FEEDER FUND,INC ZURICH CHE,,,,333,6
ACME INVESTMENTS LTD,ZURICH CHE,,,,334,8
JOHN DOE,JOHN DOE,,,,335,83
ACME TRUST INC,,,,,336,7
HARBOR ADVISORS LP,SG SGP,,,,337,26
ACME INVESTMENTS LTD,,,,,338,8
ACME INVESTMENTS LTD,LONDON,,,GB,339,8
ACME TRUST INC,SG SGP,,,,340,7
ACME TRUST INC,,,,,341,7
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,342,8
REDWOOD PARTNERS LLC,,,,,343,62
ACME INVESTMENTS LTD,,,,,344,8
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,345,27
ACME INVESTMENTS LTD,,,,,346,8
ACME TRA DING LTD,SG SGP,,,,347,57
ACME INVESTMENTS LTD,,NY,10003,US,348,8
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,349,8
ACME TRADING LTD,LOS ANGELES,CA,90210,US,350,31
BANK OF CYPRUS ZURICH CHE,BANK OF CYPRUS ZURICH CHE,,,CY,351,17
GLOBAL METALS,GLOBAL METALS,,,SA,352,15
ACME TRA DING LTD,ZURICH CHE,,,,353,57
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,354,8
NORTH SEA SHIPPING BV,,,,,355,53
GLOBAL HOLDINGS LTD,,,,,356,12
HARBOR A DVISORS LP,ZURICH CHE,,,,357,25
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,358,7
NORTH SEA SHIPPING BV,,,,,359,53
ACME TRADING LTD,LONDON,,,GB,360,31
ACME INVESTMENTS LTD,,,,,361,8
HARBOR ADVISORS LP,ZURICH CHE,,,,362,26
ACME TRUST INC,LONDON,,,GB,363,7
ACME INVESTMENTS LTD,ZURICH CHE,,,,364,8
ACME INVESTMENTS LTD,,,,,365,8
GLOBAL HOLDINGS LTD,ZURICH CHE,,,,366,12
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,367,8
NORTH SEA SHIPPING BV,,,,,368,53
GLOBAL METALS SA,SG SGP,,,,369,35
ACME INVESTMENTS LTD,,NY,10003,US,370,8
ACME INVESTMENTS LTD,,,,,371,8
GLOBAL METALS SA,ZURICH CHE,,,,372,35
ACME TRADING LTD,,,,,373,31
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,374,8
ACME TRADING LTD,ZURICH CHE,,,,375,31
ACME TRA DING LTD,,,,,376,57
ALPHA TRUST FBO JANE DOE LOS ANGELES CA 90210,ALPHA TRUST FBO JANE DOE LOS ANGELES,CA,90210,US,377,377
TYCHO FEEDER FUND,INC,NY,10003,US,378,6
NORTH SEA SHIPPING BV,,NY,10003,US,379,53
ACME INVESTMENTS LTD,SG SGP,,,,380,8
GLOBAL HOLDINGS LTD,LONDON,,,GB,381,12
ACME INVESTMENTS LTD,,,,,382,8
ACME TRADING LTD,,,,,383,31
HARBOR ADVISORS LP,,,,,384,26
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,385,53
ACME INVESTMENTS LTD,,,,,386,8
TYCHO FEEDER FUND,INC LONDON,,,GB,387,6
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,388,8
TYCHO FEEDER FUND,INC,NY,10003,US,389,6
ACME INVESTMENTS LTD,,,,,390,8
ACME TRUST INC,,,,,391,7
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,392,31
ACME INVESTMENTS LTD,SG SGP,,,,393,8
GLOBAL META LS SA,LOS ANGELES,CA,90210,US,394,105
ACME TRUST INC,,,,,395,7
EASTERN MERCHANTS PTE LTD,,NY,10003,US,396,19
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,397,8
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,398,53
ACME TRADING LTD,ZURICH CHE,,,,399,31
ACME INVESTMENTS LTD,,NY,10003,US,400,8
BANK OF CYPRUS ZURICH CHE,BANK OF CYPRUS ZURICH CHE,,,CY,401,17
ACME TRA DING LTD,,,,,402,57
ACME INVESTMENTS LTD,,NY,10003,US,403,8
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,404,8
JOHN DOE LONDON,JOHN DOE LONDON,,,GB,405,405
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,406,8
ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,,,VG,407,189
JOHN DOE ZURICH CHE,JOHN DOE ZURICH CHE,,,,408,79
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,409,53
NORTH SEA SHIPPING BV,ZURICH CHE,,,,410,53
ACME INVESTMENTS LTD,ZURICH CHE,,,,411,8
ACME INVESTMENTS LTD,,,,,412,8
PACIFIC TRUST INC,,,,,413,42
ACME TRUST INC,,NY,10003,US,414,7
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,415,31
JOHN DOE NY 10003 NY,JOHN DOE,NY,10003,US,416,22
ACME TRUST INC,,,,,417,7
GLOBAL HOLDINGS LTD,SG SGP,,,,418,12
EASTERN MERCHANTS PTE LTD,SG SGP,,,,419,19
NORTH SEA SHIPPING BV,,,,,420,53
ALPHA TRUST FBO JANE DOE SG SGP,ALPHA TRUST FBO JANE DOE SG SGP,,,,421,421
BANK OF CYPRUS SG SGP,BANK OF CYPRUS SG SGP,,,CY,422,11
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,423,8
BANK OF CYPRUS LONDON,BANK OF CYPRUS LONDON,,,GB,424,424
BANK OF CYPRUS SG SGP,BANK OF CYPRUS SG SGP,,,CY,425,11
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,426,31
ACME INVESTMENTS LTD,SG SGP,,,,427,8
ALPHA TRUST FBO JANE DOE LONDON,ALPHA TRUST FBO JANE DOE LONDON,,,GB,428,18
ACME INVESTMENTS LTD,ZURICH CHE,,,,429,8
ACME INVESTMENTS LTD,LONDON,,,GB,430,8
ACME INVESTMENTS LTD,,,,,431,8
ACME INVESTMENTS LTD,SG SGP,,,,432,8
BANK OF CYPRUS LONDON,BANK OF CYPRUS LONDON,,,GB,433,424
ACME INVESTMENTS LTD,,,,,434,8
ACME INVESTMENTS LTD,,NY,10003,US,435,8
HARBOR ADVISORS LP,ZURICH CHE,,,,436,26
TYCHO FEEDER FUND,INC,NY,10003,US,437,6
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,438,27
ACME TRA DING LTD,,,,,439,57
GLOBAL METALS,GLOBAL METALS,,,SA,440,15
EASTERN MERCHANTS PTE LTD,,,,,441,19
ACME INVESTMENTS LTD,LONDON,,,GB,442,8
TYCHO FEEDER FUND,INC SG SGP,,,,443,6
ACME TRADING LTD,ZURICH CHE,,,,444,31
ACME TRADING LTD,ZURICH CHE,,,,445,31
ACME INVESTMENTS LTD,LONDON,,,GB,446,8
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,447,7
ACME TRADING LTD,,,,,448,31
ACME INVESTMENTS LTD,LONDON,,,GB,449,8
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,450,7
TYCHO FEEDER FUND,INC LONDON,,,GB,451,6
EASTERN MERCHA NTS PTE LTD,,,,,452,21
NORTH SEA SHIPPING BV,,,,,453,53
