entity_name,address_and_city,state,zip,country,unique_id,entity_id
EASTERN MERCHANTS PTE LTD,ZURICH CHE,,,,30,30
ACME TRADING LTD,SG SGP,,,,31,31
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,32,9
ACME INVESTMENTS LTD,ZURICH CHE,,,,33,33
HARBOR ADVISORS LP,LOS ANGELES,CA,90210,US,34,25
GLOBAL METALS SA,,NY,10003,US,35,35
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,36,16
GLOBAL HOLDINGS LTD,LOS ANGELES,CA,90210,US,37,37
ACME INVESTMENTS LTD,ZURICH CHE,,,,38,38
ACME TRUST INC,,,,,39,39
GLOBAL METALS SA,LOS ANGELES,CA,90210,US,40,40
ACME INVESTMENTS LTD,,NY,10003,US,41,14
PACIFIC TRUST INC,,,,,42,13
TYCHO FEEDER FUND,INC ROAD TOWN TORTOLA,,,VG,43,10
ACME INVESTMENTS LTD,SG SGP,,,,44,44
REDWOOD PA RTNERS LLC,SG SGP,,,,45,45
GLOBAL METALS SA,SG SGP,,,,46,46
EASTERN MERCHA NTS PTE LTD,LOS ANGELES,CA,90210,US,47,21
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,48,27
TYCHO FEEDER FUND,INC,NC,,US,49,49
TYCHO FEEDER FUND,INC SG SGP,,,,50,50
ACME INVESTMENTS LTD,LONDON,,,GB,51,51
ACME INVESTMENTS LTD,,,,,52,52
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,53,53
ACME INVESTMENTS LTD,SG SGP,,,,54,54
EASTERN MERCHANTS PTE LTD,SG SGP,,,,55,55
ACME INVESTMENTS LTD,,,,,56,56
ACME TRA DING LTD,,,,,57,57
ALPHA TRUST FBO JANE DOE LONDON,ALPHA TRUST FBO JANE DOE LONDON,,,GB,58,18
JOHN DOE ROAD TOWN TORTOLA,JOHN DOE ROAD TOWN TORTOLA,,,VG,59,59
ACME INVESTMENTS LTD,,,,,60,60
TYCHO FEEDER FUND,INC,NY,10003,US,61,61
REDWOOD PARTNERS LLC,,,,,62,62
ACME INVESTMENTS LTD,,NY,10003,US,63,14
ACME TRADING LTD,,,,,64,57
BANK OF CYPRUS SG SGP,BANK OF CYPRUS SG SGP,,,CY,65,11
GLOBAL METALS SA,SG SGP,,,,66,46
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,67,27
ACME INVESTMENTS LTD,,,,,68,68
REDWOOD PA RTNERS LLC,ROAD TOWN TORTOLA,,,VG,69,69
PACIFIC TRUST INC,ROAD TOWN TORTOLA,,,VG,70,70
TYCHO FEEDER FUND,INC,NC,,US,71,49
NORTH SEA SHIPPING BV,,NY,10003,US,72,72
GLOBAL HOLDINGS LTD,,NY,10003,US,73,73
ACME INVESTMENTS LTD,ZURICH CHE,,,,74,74
REDWOOD PARTNERS LLC,LONDON,,,GB,75,75
ACME TRADING LTD,LOS ANGELES,CA,90210,US,76,76
ACME INVESTMENTS LTD,SG SGP,,,,77,77
ACME TRADING LTD,,,,,78,57
JOHN DOE ZURICH CHE,JOHN DOE ZURICH CHE,,,,79,79
ACME TRUST INC,LOS ANGELES,CA,90210,US,80,80
ACME INVESTMENTS LTD,,,,,81,81
ACME INVESTMENTS LTD,ZURICH CHE,,,,82,82
JOHN DOE,JOHN DOE,,,,83,83
JOHN DOE ZURICH CHE,JOHN DOE ZURICH CHE,,,,84,84
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,85,85
HARBOR A DVISORS LP,ROAD TOWN TORTOLA,,,VG,86,86
ACME INVESTMENTS LTD,SG SGP,,,,87,87
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,88,9
ACME TRUST INC,,,,,89,89
ACME TRUST INC,LOS ANGELES,CA,90210,US,90,80
ACME TRADING LTD,SG SGP,,,,91,31
ALPHA TRUST FBO JA NE DOE SG SGP,ALPHA TRUST FBO JA DOE SG SGP,NE,,US,92,92
ACME INVESTMENTS LTD,SG SGP,,,,93,93
ACME INVESTMENTS LTD,ZURICH CHE,,,,94,94
BANK OF CYPRUS LOS ANGELES CA 90210,BANK OF CYPRUS LOS ANGELES,CA,90210,CY,95,95
ACME TRUST INC,LOS ANGELES,CA,90210,US,96,80
HARBOR A DVISORS LP,LONDON,,,GB,97,97
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,98,9
HARBOR A DVISORS LP,ZURICH CHE,,,,99,99
ACME TRUST INC,LONDON,,,GB,100,7
NORTH SEA SHIPPING BV,,,,,101,101
HARBOR ADVISORS LP,SG SGP,,,,102,102
ACME TRADING LTD,LOS ANGELES,CA,90210,US,103,76
ACME INVESTMENTS LTD,LONDON,,,GB,104,51
GLOBAL META LS SA,ROAD TOWN TORTOLA,,,VG,105,105
PACIFIC TRUST INC,ZURICH CHE,,,,106,106
ACME INVESTMENTS LTD,,NY,10003,US,107,14
ACME INVESTMENTS LTD,SG SGP,,,,108,108
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,109,109
ACME INVESTMENTS LTD,,,,,110,110
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,111,16
BANK OF CYPRUS ZURICH CHE,BANK OF CYPRUS ZURICH CHE,,,CY,112,17
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,113,16
ACME TRA DING LTD,ROAD TOWN TORTOLA,,,VG,114,109
ACME TRUST INC,ZURICH CHE,,,,115,115
REDWOOD PARTNERS LLC,SG SGP,,,,116,45
ACME INVESTMENTS LTD,,,,,117,117
ACME TRUST INC,ZURICH CHE,,,,118,118
ACME TRADING LTD,SG SGP,,,,119,31
ACME TRADING LTD,LONDON,,,GB,120,120
TYCHO FEEDER FUND,INC SG SGP,,,,121,121
REDWOOD PARTNERS LLC,ZURICH CHE,,,,122,122
ACME TRADING LTD,SG SGP,,,,123,31
ACME INVESTMENTS LTD,SG SGP,,,,124,124
ACME INVESTMENTS LTD,,,,,125,125
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,126,109
ACME INVESTMENTS LTD,SG SGP,,,,127,127
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,128,9
GLOBAL META LS SA,SG SGP,,,,129,46
ACME TRUST INC,,,,,130,130
GLOBAL METALS SA,LONDON,,,GB,131,131
TYCHO FEEDER FUND,INC,NC,,US,132,49
ACME TRADING LTD,SG SGP,,,,133,31
ACME INVESTMENTS LTD,,NY,10003,US,134,14
ACME INVESTMENTS LTD,,NY,10003,US,135,14
NORTH SEA SHIPPING BV,,NY,10003,US,136,72
GLOBAL METALS SA,ROAD TOWN TORTOLA,,,VG,137,105
TYCHO FEEDER FUND,INC,NC,,US,138,49
ACME INVESTMENTS LTD,,,,,139,139
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,140,109
ACME TRUST INC,,,,,141,141
ACME INVESTMENTS LTD,ZURICH CHE,,,,142,142
ACME TRUST INC,,,,,143,143
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,144,9
TYCHO FEEDER FUND,INC SG SGP,,,,145,145
ACME TRADING LTD,SG SGP,,,,146,31
ALPHA TRUST FBO JANE DOE NY 10003 NY,ALPHA TRUST FBO JANE DOE NY NY,NE,10003,US,147,147
ACME INVESTMENTS LTD,SG SGP,,,,148,148
ACME INVESTMENTS LTD,LONDON,,,GB,149,51
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,150,53
HARBOR ADVISORS LP,,,,,151,26
GLOBAL METALS,GLOBAL METALS,,,SA,152,15
BANK OF CYPRUS ROAD TOWN TORTOLA,BANK OF CYPRUS ROAD TOWN TORTOLA,,,VG,153,153
GLOBAL METALS SA,SG SGP,,,,154,46
ACME TRUST INC,,,,,155,155
BANK OF CYPRUS LOS ANGELES CA 90210,BANK OF CYPRUS LOS ANGELES,CA,90210,CY,156,95
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,157,85
ACME INVESTMENTS LTD,SG SGP,,,,158,158
ACME INVESTMENTS LTD,ZURICH CHE,,,,159,159
ACME TRADING LTD,LOS ANGELES,CA,90210,US,160,76
ACME INVESTMENTS LTD,,,,,161,161
ACME INVESTMENTS LTD,LONDON,,,GB,162,51
ACME INVESTMENTS LTD,,NY,10003,US,163,14
ACME TRADING LTD,,,,,164,57
ACME TRADING LTD,,,,,165,57
TYCHO FEEDER FUND,INC SG SGP,,,,166,166
GLOBAL HOLDINGS LTD,,,,,167,167
NORTH SEA SHIPPING BV,SG SGP,,,,168,168
ACME INVESTMENTS LTD,,NY,10003,US,169,14
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,170,9
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,171,16
NORTH SEA SHIPPING BV,,NY,10003,US,172,72
EASTERN MERCHANTS PTE LTD,SG SGP,,,,173,173
ACME INVESTMENTS LTD,LONDON,,,GB,174,51
ACME INVESTMENTS LTD,,NY,10003,US,175,14
GLOBAL HOLDINGS LTD,,,,,176,176
BANK OF CYPRUS SG SGP,BANK OF CYPRUS SG SGP,,,CY,177,11
ACME TRADING LTD,,,,,178,57
HARBOR A DVISORS LP,,,,,179,26
HARBOR A DVISORS LP,SG SGP,,,,180,102
GLOBAL HOLDINGS LTD,ROAD TOWN TORTOLA,,,VG,181,181
GLOBAL METALS SA,,NY,10003,US,182,35
ACME INVESTMENTS LTD,,,,,183,183
ACME TRUST INC,SG SGP,,,,184,184
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,185,9
ACME INVESTMENTS LTD,LONDON,,,GB,186,51
NORTH SEA SHIPPING BV,,,,,187,187
ACME INVESTMENTS LTD,SG SGP,,,,188,188
ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,,,VG,189,189
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,190,27
ACME INVESTMENTS LTD,,NY,10003,US,191,14
BANK OF CYPRUS NY 10003 NY,BANK OF CYPRUS,NY,10003,US,192,23
ACME TRUST INC,LONDON,,,GB,193,7
ACME INVESTMENTS LTD,LONDON,,,GB,194,51
ACME INVESTMENTS LTD,,,,,195,195
PACIFIC TRUST INC,,NY,10003,US,196,13
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,197,27
ACME INVESTMENTS LTD,SG SGP,,,,198,198
ACME INVESTMENTS LTD,,NY,10003,US,199,14
HARBOR A DVISORS LP,ROAD TOWN TORTOLA,,,VG,200,86
ACME INVESTMENTS LTD,SG SGP,,,,201,201
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,202,16
JOHN DOE LOS ANGELES CA 90210,JOHN DOE LOS ANGELES,CA,90210,US,203,203
ACME INVESTMENTS LTD,SG SGP,,,,204,204
NORTH SEA SHIPPING BV,SG SGP,,,,205,205
JOHN DOE SG SGP,JOHN DOE SG SGP,,,,206,206
ACME INVESTMENTS LTD,SG SGP,,,,207,207
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,208,9
ACME TRUST INC,SG SGP,,,,209,209
ACME TRADING LTD,,NY,10003,US,210,57
BANK OF CYPRUS NY 10003 NY,BANK OF CYPRUS,NY,10003,US,211,23
ACME TRUST INC,,,,,212,212
ACME INVESTMENTS LTD,,,,,213,213
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,214,16
ACME TRUST INC,,,,,215,215
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,216,27
ACME TRUST INC,SG SGP,,,,217,217
PACIFIC TRUST INC,LOS ANGELES,CA,90210,US,218,218
ACME TRUST INC,,,,,219,219
ACME TRADING LTD,ZURICH CHE,,,,220,220
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,221,16
NORTH SEA SHIPPING BV,,,,,222,222
ALPHA TRUST FBO JANE DOE ZURICH CHE,ALPHA TRUST FBO JANE DOE ZURICH CHE,,,,223,223
GLOBAL METALS,GLOBAL METALS,,,SA,224,15
GLOBAL META LS SA,,NY,10003,US,225,35
ACME TRADING LTD,LONDON,,,GB,226,120
ACME INVESTMENTS LTD,SG SGP,,,,227,227
ACME TRUST INC,SG SGP,,,,228,228
ACME TRADING LTD,,,,,229,57
ACME INVESTMENTS LTD,,,,,230,230
ALPHA TRUST FBO JANE DOE,ALPHA TRUST FBO JANE DOE,,,,231,231
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,232,109
ALPHA TRUST FBO JA NE DOE ZURICH CHE,ALPHA TRUST FBO JA DOE ZURICH CHE,NE,,US,233,233
ACME INVESTMENTS LTD,,NY,10003,US,234,14
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,235,27
ACME INVESTMENTS LTD,,,,,236,236
ACME TRADING LTD,ZURICH CHE,,,,237,220
JOHN DOE,JOHN DOE,,,,238,238
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,239,27
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,240,9
JOHN DOE ROAD TOWN TORTOLA,JOHN DOE ROAD TOWN TORTOLA,,,VG,241,59
ACME INVESTMENTS LTD,,,,,242,242
HARBOR ADVISORS LP,LOS ANGELES,CA,90210,US,243,25
ACME TRUST INC,LOS ANGELES,CA,90210,US,244,80
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,245,85
ACME INVESTMENTS LTD,SG SGP,,,,246,246
ACME INVESTMENTS LTD,LONDON,,,GB,247,51
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,248,16
BANK OF CYPRUS ROAD TOWN TORTOLA,BANK OF CYPRUS ROAD TOWN TORTOLA,,,VG,249,153
ACME INVESTMENTS LTD,,NY,10003,US,250,14
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,251,9
ACME INVESTMENTS LTD,,,,,252,252
ACME INVESTMENTS LTD,,,,,253,253
GLOBAL HOLDINGS LTD,,,,,254,254
HARBOR ADVISORS LP,SG SGP,,,,255,102
ACME INVESTMENTS LTD,,NY,10003,US,256,14
ACME TRUST INC,SG SGP,,,,257,257
BANK OF CYPRUS ZURICH CHE,BANK OF CYPRUS ZURICH CHE,,,CY,258,17
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,259,85
ACME INVESTMENTS LTD,,,,,260,260
ACME TRADING LTD,SG SGP,,,,261,31
ACME TRUST INC,,NY,10003,US,262,24
NORTH SEA SHIPPING BV,SG SGP,,,,263,263
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,264,16
REDWOOD PARTNERS LLC,,,,,265,265
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,266,9
ACME INVESTMENTS LTD,,NY,10003,US,267,14
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,268,16
ACME TRADING LTD,,,,,269,57
TYCHO FEEDER FUND,INC,NC,,US,270,49
NORTH SEA SHIPPING BV,,,,,271,271
NORTH SEA SHIPPING BV,ROAD TOWN TORTOLA,,,VG,272,272
ACME INVESTMENTS LTD,LONDON,,,GB,273,51
ACME TRUST INC,LONDON,,,GB,274,7
ACME TRADING LTD,SG SGP,,,,275,31
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,276,16
NORTH SEA SHIPPING BV,ROAD TOWN TORTOLA,,,VG,277,272
ACME INVESTMENTS LTD,SG SGP,,,,278,278
TYCHO FEEDER FUND,INC LONDON,,,GB,279,279
ACME INVESTMENTS LTD,SG SGP,,,,280,280
ACME INVESTMENTS LTD,,NY,10003,US,281,14
ACME TRADING LTD,SG SGP,,,,282,31
EASTERN MERCHANTS PTE LTD,,,,,283,19
ACME INVESTMENTS LTD,SG SGP,,,,284,284
ACME TRUST INC,,,,,285,285
ACME INVESTMENTS LTD,,NY,10003,US,286,14
EASTERN MERCHANTS PTE LTD,,,,,287,19
TYCHO FEEDER FUND,INC,NC,,US,288,49
NORTH SEA SHIPPING BV,,,,,289,289
ACME TRUST INC,LONDON,,,GB,290,7
GLOBAL METALS SA,ROAD TOWN TORTOLA,,,VG,291,105
GLOBAL METALS SA,LOS ANGELES,CA,90210,US,292,40
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,293,53
ACME TRUST INC,SG SGP,,,,294,294
ACME INVESTMENTS LTD,,NY,10003,US,295,14
GLOBAL METALS SA,LOS ANGELES,CA,90210,US,296,40
ACME TRUST INC,LONDON,,,GB,297,7
NORTH SEA SHIPPING BV,SG SGP,,,,298,298
ACME TRADING LTD,,NY,10003,US,299,57
EASTERN MERCHA NTS PTE LTD,,,,,300,19
ACME INVESTMENTS LTD,,,,,301,301
ALPHA TRUST FBO JANE DOE,ALPHA TRUST FBO JANE DOE,,,,302,302
ALPHA TRUST FBO JA NE DOE LONDON,ALPHA TRUST FBO JA DOE LONDON,NE,,GB,303,303
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,304,85
ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,,,VG,305,189
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,306,9
ACME TRUST INC,,,,,307,307
EASTERN MERCHANTS PTE LTD,,,,,308,19
EASTERN MERCHA NTS PTE LTD,,,,,309,19
ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,,,VG,310,189
REDWOOD PARTNERS LLC,,,,,311,311
ACME INVESTMENTS LTD,,NY,10003,US,312,14
ACME INVESTMENTS LTD,,,,,313,313
ACME TRADING LTD,SG SGP,,,,314,31
GLOBAL METALS SA,,NY,10003,US,315,35
ACME INVESTMENTS LTD,,,,,316,316
ACME INVESTMENTS LTD,,NY,10003,US,317,14
NORTH SEA SHIPPING BV,SG SGP,,,,318,318
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,319,85
EASTERN MERCHANTS PTE LTD,,NY,10003,US,320,19
ACME INVESTMENTS LTD,LONDON,,,GB,321,51
ACME INVESTMENTS LTD,,NY,10003,US,322,14
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,323,16
ACME INVESTMENTS LTD,LONDON,,,GB,324,51
ACME TRUST INC,LOS ANGELES,CA,90210,US,325,80
ACME TRA DING LTD,ZURICH CHE,,,,326,220
BANK OF CYPRUS NY 10003 NY,BANK OF CYPRUS,NY,10003,US,327,23
ACME TRUST INC,LOS ANGELES,CA,90210,US,328,80
HARBOR A DVISORS LP,ZURICH CHE,,,,329,99
ACME TRADING LTD,SG SGP,,,,330,31
ACME TRUST INC,LONDON,,,GB,331,7
ACME INVESTMENTS LTD,,,,,332,332
TYCHO FEEDER FUND,INC ZURICH CHE,,,,333,333
ACME INVESTMENTS LTD,ZURICH CHE,,,,334,334
JOHN DOE,JOHN DOE,,,,335,335
ACME TRUST INC,,,,,336,336
HARBOR ADVISORS LP,SG SGP,,,,337,102
ACME INVESTMENTS LTD,,,,,338,338
ACME INVESTMENTS LTD,LONDON,,,GB,339,51
ACME TRUST INC,SG SGP,,,,340,340
ACME TRUST INC,,,,,341,341
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,342,9
REDWOOD PARTNERS LLC,,,,,343,343
ACME INVESTMENTS LTD,,,,,344,344
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,345,27
ACME INVESTMENTS LTD,,,,,346,346
ACME TRA DING LTD,SG SGP,,,,347,31
ACME INVESTMENTS LTD,,NY,10003,US,348,14
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,349,9
ACME TRADING LTD,LOS ANGELES,CA,90210,US,350,76
BANK OF CYPRUS ZURICH CHE,BANK OF CYPRUS ZURICH CHE,,,CY,351,17
GLOBAL METALS,GLOBAL METALS,,,SA,352,15
ACME TRA DING LTD,ZURICH CHE,,,,353,220
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,354,16
NORTH SEA SHIPPING BV,,,,,355,355
GLOBAL HOLDINGS LTD,,,,,356,356
HARBOR A DVISORS LP,ZURICH CHE,,,,357,99
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,358,85
NORTH SEA SHIPPING BV,,,,,359,359
ACME TRADING LTD,LONDON,,,GB,360,120
ACME INVESTMENTS LTD,,,,,361,361
HARBOR ADVISORS LP,ZURICH CHE,,,,362,99
ACME TRUST INC,LONDON,,,GB,363,7
ACME INVESTMENTS LTD,ZURICH CHE,,,,364,364
ACME INVESTMENTS LTD,,,,,365,365
GLOBAL HOLDINGS LTD,ZURICH CHE,,,,366,366
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,367,16
NORTH SEA SHIPPING BV,,,,,368,368
GLOBAL METALS SA,SG SGP,,,,369,46
ACME INVESTMENTS LTD,,NY,10003,US,370,14
ACME INVESTMENTS LTD,,,,,371,371
GLOBAL METALS SA,ZURICH CHE,,,,372,372
ACME TRADING LTD,,,,,373,57
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,374,9
ACME TRADING LTD,ZURICH CHE,,,,375,220
ACME TRA DING LTD,,,,,376,57
ALPHA TRUST FBO JANE DOE LOS ANGELES CA 90210,ALPHA TRUST FBO JANE DOE LOS ANGELES,CA,90210,US,377,377
TYCHO FEEDER FUND,INC,NY,10003,US,378,61
NORTH SEA SHIPPING BV,,NY,10003,US,379,72
ACME INVESTMENTS LTD,SG SGP,,,,380,380
GLOBAL HOLDINGS LTD,LONDON,,,GB,381,381
ACME INVESTMENTS LTD,,,,,382,382
ACME TRADING LTD,,,,,383,57
HARBOR ADVISORS LP,,,,,384,26
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,385,53
ACME INVESTMENTS LTD,,,,,386,386
TYCHO FEEDER FUND,INC LONDON,,,GB,387,279
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,388,16
TYCHO FEEDER FUND,INC,NY,10003,US,389,61
ACME INVESTMENTS LTD,,,,,390,390
ACME TRUST INC,,,,,391,391
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,392,109
ACME INVESTMENTS LTD,SG SGP,,,,393,393
GLOBAL META LS SA,LOS ANGELES,CA,90210,US,394,40
ACME TRUST INC,,,,,395,395
EASTERN MERCHANTS PTE LTD,,NY,10003,US,396,19
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,397,16
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,398,53
ACME TRADING LTD,ZURICH CHE,,,,399,220
ACME INVESTMENTS LTD,,NY,10003,US,400,14
BANK OF CYPRUS ZURICH CHE,BANK OF CYPRUS ZURICH CHE,,,CY,401,17
ACME TRA DING LTD,,,,,402,57
ACME INVESTMENTS LTD,,NY,10003,US,403,14
ACME INVESTMENTS LTD,LOS ANGELES,CA,90210,US,404,16
JOHN DOE LONDON,JOHN DOE LONDON,,,GB,405,405
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,406,9
ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,ALPHA TRUST FBO JANE DOE ROAD TOWN TORTOLA,,,VG,407,189
JOHN DOE ZURICH CHE,JOHN DOE ZURICH CHE,,,,408,408
NORTH SEA SHIPPING BV,LOS ANGELES,CA,90210,US,409,53
NORTH SEA SHIPPING BV,ZURICH CHE,,,,410,410
ACME INVESTMENTS LTD,ZURICH CHE,,,,411,411
ACME INVESTMENTS LTD,,,,,412,412
PACIFIC TRUST INC,,,,,413,13
ACME TRUST INC,,NY,10003,US,414,24
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,415,109
JOHN DOE NY 10003 NY,JOHN DOE,NY,10003,US,416,22
ACME TRUST INC,,,,,417,417
GLOBAL HOLDINGS LTD,SG SGP,,,,418,418
EASTERN MERCHANTS PTE LTD,SG SGP,,,,419,419
NORTH SEA SHIPPING BV,,,,,420,420
ALPHA TRUST FBO JANE DOE SG SGP,ALPHA TRUST FBO JANE DOE SG SGP,,,,421,421
BANK OF CYPRUS SG SGP,BANK OF CYPRUS SG SGP,,,CY,422,11
ACME INVESTMENTS LTD,ROAD TOWN TORTOLA,,,VG,423,9
BANK OF CYPRUS LONDON,BANK OF CYPRUS LONDON,,,GB,424,424
BANK OF CYPRUS SG SGP,BANK OF CYPRUS SG SGP,,,CY,425,11
ACME TRADING LTD,ROAD TOWN TORTOLA,,,VG,426,109
ACME INVESTMENTS LTD,SG SGP,,,,427,427
ALPHA TRUST FBO JANE DOE LONDON,ALPHA TRUST FBO JANE DOE LONDON,,,GB,428,18
ACME INVESTMENTS LTD,ZURICH CHE,,,,429,429
ACME INVESTMENTS LTD,LONDON,,,GB,430,51
ACME INVESTMENTS LTD,,,,,431,431
ACME INVESTMENTS LTD,SG SGP,,,,432,432
BANK OF CYPRUS LONDON,BANK OF CYPRUS LONDON,,,GB,433,424
ACME INVESTMENTS LTD,,,,,434,434
ACME INVESTMENTS LTD,,NY,10003,US,435,14
HARBOR ADVISORS LP,ZURICH CHE,,,,436,99
TYCHO FEEDER FUND,INC,NY,10003,US,437,61
BANK OF CYPRUS,BANK OF CYPRUS,,,CY,438,27
ACME TRA DING LTD,,,,,439,57
GLOBAL METALS,GLOBAL METALS,,,SA,440,15
EASTERN MERCHANTS PTE LTD,,,,,441,19
ACME INVESTMENTS LTD,LONDON,,,GB,442,51
TYCHO FEEDER FUND,INC SG SGP,,,,443,443
ACME TRADING LTD,ZURICH CHE,,,,444,220
ACME TRADING LTD,ZURICH CHE,,,,445,220
ACME INVESTMENTS LTD,LONDON,,,GB,446,51
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,447,85
ACME TRADING LTD,,,,,448,57
ACME INVESTMENTS LTD,LONDON,,,GB,449,51
ACME TRUST INC,ROAD TOWN TORTOLA,,,VG,450,85
TYCHO FEEDER FUND,INC LONDON,,,GB,451,279
EASTERN MERCHA NTS PTE LTD,,,,,452,19
NORTH SEA SHIPPING BV,,,,,453,453
